time;rsrp;pl;cfo;dl_mcs;dl_snr;dl_turbo;dl_brate;dl_bler;ul_ta;ul_mcs;ul_buff;ul_brate;ul_bler;rf_o;rf_u;rf_l;is_attached
597;-47;47;-6467.278320;4.5;29;0.50;0.0;0.0;2.6;8.5;0.0;0.0;0.0;0.0;0.0;0.0;1.0
598;-50;50;-6461.088379;4.5;29;0.50;0.0;0.0;2.6;8.5;0.0;0.0;0.0;0.0;0.0;0.0;1.0
599;-48;48;-6467.378906;4.5;29;0.50;0.0;0.0;2.6;8.5;0.0;0.0;0.0;0.0;0.0;0.0;1.0
600;-48;48;-6463.644531;4.5;29;0.50;0.0;0.0;2.6;8.5;0.0;0.0;0.0;0.0;0.0;0.0;1.0
601;-51;51;-6462.834961;4.5;28;0.50;0.0;0.0;2.6;8.5;0.0;0.0;0.0;0.0;0.0;0.0;1.0
602;-47;47;-6461.602051;4.5;29;0.50;0.0;0.0;2.6;8.5;0.0;0.0;0.0;0.0;0.0;0.0;1.0
603;-49;49;-6457.646973;4.5;29;0.50;0.0;0.0;2.6;8.5;0.0;0.0;0.0;0.0;0.0;0.0;1.0
604;-49;49;-6455.984375;4.5;29;0.50;0.0;0.0;2.6;8.5;0.0;0.0;0.0;0.0;0.0;0.0;1.0
605;-49;49;-6454.196777;4.5;29;0.50;0.0;0.0;2.6;8.5;0.0;0.0;0.0;0.0;0.0;0.0;1.0
606;-49;49;-6458.382324;4.5;29;0.50;0.0;0.0;2.6;8.5;0.0;0.0;0.0;0.0;0.0;0.0;1.0
607;-49;49;-6458.576172;4.5;29;0.50;0.0;0.0;2.6;8.5;0.0;0.0;0.0;0.0;0.0;0.0;1.0
608;-47;47;-6448.680664;4.5;28;0.50;0.0;0.0;2.6;8.5;0.0;0.0;0.0;0.0;0.0;0.0;1.0
609;-50;50;-6452.073730;4.5;28;0.50;0.0;0.0;2.6;8.5;0.0;0.0;0.0;0.0;0.0;0.0;1.0
610;-48;48;-6457.009766;4.5;28;0.50;0.0;0.0;2.6;8.5;0.0;0.0;0.0;0.0;0.0;0.0;1.0
611;-50;50;-6462.728516;4.5;28;0.50;0.0;0.0;2.6;8.5;0.0;0.0;0.0;0.0;0.0;0.0;1.0
612;-47;47;-6452.554688;4.5;28;0.50;0.0;0.0;2.6;8.5;0.0;0.0;0.0;0.0;0.0;0.0;1.0
613;-50;50;-6462.724121;4.5;28;0.50;0.0;0.0;2.6;8.5;0.0;0.0;0.0;0.0;0.0;0.0;1.0
614;-47;47;-6464.631836;4.5;28;0.50;0.0;0.0;2.6;8.5;0.0;0.0;0.0;0.0;0.0;0.0;1.0
615;-49;49;-6467.052246;4.5;29;0.50;0.0;0.0;2.6;8.5;0.0;0.0;0.0;0.0;0.0;0.0;1.0
616;-49;49;-6466.887207;4.5;28;0.50;0.0;0.0;2.6;8.5;0.0;0.0;0.0;0.0;0.0;0.0;1.0
617;-49;49;-6465.354492;4.5;29;0.50;0.0;0.0;2.6;8.5;0.0;0.0;0.0;0.0;0.0;0.0;1.0
618;-49;49;-6462.909668;4.7;29;0.50;1440.360107;0;2.6;8.5;2.0;0.0;0.0;0.0;0.0;0.0;1.0
619;-65;65;-6454.341797;5.5;16;0.50;0.0;0.0;2.6;8.5;2.0;0.0;0.0;0.0;1.0;0.0;1.0
620;-65;65;-6454.341797;5.5;16;0.50;0.0;0.0;2.6;8.5;2.0;0.0;0.0;0.0;0.0;0.0;1.0
621;-65;65;-6454.341797;5.5;16;0.50;0.0;0.0;2.6;8.5;2.0;0.0;0.0;0.0;0.0;0.0;1.0
622;-65;65;-6454.341797;5.5;16;0.50;0.0;0.0;2.6;8.5;2.0;0.0;0.0;0.0;0.0;0.0;1.0
623;-65;65;-6454.341797;5.5;16;0.50;0.0;0.0;2.6;8.5;2.0;0.0;0.0;0.0;0.0;0.0;1.0
624;-65;65;-6454.341797;5.5;16;0.50;0.0;0.0;2.6;8.5;2.0;0.0;0.0;0.0;0.0;0.0;1.0
625;-65;65;-6454.341797;5.5;16;0.50;0.0;0.0;2.6;8.5;2.0;0.0;0.0;0.0;0.0;0.0;1.0
626;-65;65;-6454.341797;5.5;16;0.50;0.0;0.0;2.6;8.5;2.0;0.0;0.0;0.0;0.0;0.0;1.0
627;-65;65;-6454.341797;5.5;16;0.50;0.0;0.0;2.6;8.5;2.0;0.0;0.0;0.0;0.0;0.0;1.0
628;-65;65;-6454.341797;5.5;16;0.50;0.0;0.0;2.6;8.5;2.0;0.0;0.0;0.0;0.0;0.0;1.0
629;-65;65;-6454.341797;5.5;16;0.50;0.0;0.0;2.6;8.5;2.0;0.0;0.0;0.0;0.0;0.0;1.0
630;-65;65;-6454.341797;5.5;16;0.50;0.0;0.0;2.6;8.5;2.0;0.0;0.0;0.0;0.0;0.0;1.0
631;-65;65;-6454.341797;5.5;16;0.50;0.0;0.0;2.6;8.5;2.0;0.0;0.0;0.0;0.0;0.0;1.0
632;-65;65;-6454.341797;5.5;16;0.50;0.0;0.0;2.6;8.5;2.0;0.0;0.0;0.0;0.0;0.0;1.0
633;-65;65;-6454.341797;5.5;16;0.50;0.0;0.0;2.6;8.5;2.0;0.0;0.0;0.0;0.0;0.0;1.0
634;-65;65;-6454.341797;5.5;16;0.50;0.0;0.0;2.6;8.5;2.0;0.0;0.0;0.0;0.0;0.0;1.0
635;-65;65;-6454.341797;5.5;16;0.50;0.0;0.0;2.6;8.5;2.0;0.0;0.0;0.0;0.0;0.0;1.0

